Read_ID	Hap1_Count	Hap2_Count	Other_Count
SRR17981951.8241747	0	9	0
SRR17981951.8241743	0	6	1
SRR17981951.8241745	0	8	0
SRR17981951.8241749	0	7	1
SRR17981951.8241751	0	8	0
SRR17981951.8241746	0	9	0
SRR17981951.8241750	0	7	1
SRR17981951.8241742	0	9	0
SRR17981951.8241744	0	9	0
SRR17981951.8241748	0	9	0
SRR17981951.8241738	0	9	0
SRR17981951.8241739	0	9	0
SRR17981951.8241741	0	9	0
SRR17981951.9219876	0	1	0
SRR17981951.8241740	0	7	1
SRR17981951.8502233	0	7	0
SRR17981951.8241737	0	7	0
SRR17981951.8502228	0	5	1
SRR17981951.7681188	1	3	0
SRR17981951.9506575	0	3	0
SRR17981951.9506572	0	1	1
SRR17981951.9506573	0	3	0
SRR17981951.9506571	0	3	0
SRR17981951.9506574	0	3	0
SRR17981951.9506570	0	3	0
SRR17981951.9738112	0	2	1
SRR17981951.9738114	0	3	0
SRR17981951.9738116	0	2	0
SRR17981951.9738118	0	3	0
SRR17981951.9738120	1	2	0
SRR17981951.9738122	0	3	0
SRR17981951.9738113	1	2	0
SRR17981951.9738115	1	2	0
SRR17981951.9738117	0	2	0
SRR17981951.9738119	0	3	0
SRR17981951.9738121	0	3	0
SRR17981951.9738111	1	2	0
SRR17981951.9873786	2	35	2
SRR17981951.9873790	2	38	1
SRR17981951.9873792	2	38	0
SRR17981951.9884725	0	27	0
SRR17981951.10343712	0	35	1
SRR17981951.9873779	2	35	3
SRR17981951.9873783	0	41	0
SRR17981951.9873787	2	39	0
SRR17981951.9873789	1	39	1
SRR17981951.9873791	2	37	1
SRR17981951.9873793	2	38	0
SRR17981951.9884728	0	28	0
SRR17981951.10343711	1	34	1
SRR17981951.10343713	1	34	1
SRR17981951.9873780	1	29	1
SRR17981951.9884727	0	26	0
SRR17981951.10343714	2	32	3
SRR17981951.9873785	1	38	1
SRR17981951.10343715	0	32	1
SRR17981951.9873781	1	38	0
SRR17981951.9873788	2	36	1
SRR17981951.11703889	1	7	2
SRR17981951.9884726	1	24	2
SRR17981951.9873782	1	39	0
SRR17981951.9873784	0	38	2
SRR17981951.10343716	0	10	0
SRR17981951.12457242	56	0	1
SRR17981951.12457244	53	2	2
SRR17981951.12457246	49	4	4
SRR17981951.12457248	51	3	2
SRR17981951.12457245	50	6	0
SRR17981951.12457247	50	2	5
SRR17981951.12457249	52	2	5
SRR17981951.12457243	48	7	3
SRR17981951.12457250	34	0	5
SRR17981951.12457241	51	3	3
SRR17981951.9873778	1	34	0
SRR17981951.11911115	42	0	0
SRR17981951.11911117	38	2	1
SRR17981951.11911119	37	3	2
SRR17981951.11911121	40	1	0
SRR17981951.11911123	41	0	1
SRR17981951.11911125	37	2	2
SRR17981951.11911131	40	1	1
SRR17981951.11911133	43	0	1
SRR17981951.11911135	38	4	1
SRR17981951.11911116	38	3	3
SRR17981951.11911120	40	1	0
SRR17981951.11911124	42	1	0
SRR17981951.11911126	42	1	0
SRR17981951.11911128	40	1	1
SRR17981951.11911130	42	0	1
SRR17981951.11911132	40	0	2
SRR17981951.11911134	38	1	3
SRR17981951.11911127	41	1	1
SRR17981951.11911129	42	0	0
SRR17981951.11911114	9	0	1
SRR17981951.11911118	43	0	0
SRR17981951.11911122	36	1	0
SRR17981951.10229124	1	38	3
SRR17981951.10229128	1	40	1
SRR17981951.10229130	3	39	0
SRR17981951.10229136	2	37	0
SRR17981951.10229138	0	40	0
SRR17981951.10229123	0	37	3
SRR17981951.10229125	2	37	0
SRR17981951.10229127	0	41	0
SRR17981951.10229129	0	40	1
SRR17981951.10229133	2	37	2
SRR17981951.10229135	2	35	4
SRR17981951.10229137	2	38	0
SRR17981951.10229134	1	40	0
SRR17981951.10229140	0	14	0
SRR17981951.10229126	1	39	1
SRR17981951.10229139	2	33	3
SRR17981951.10229132	3	35	3
SRR17981951.10229131	1	38	1
SRR17981951.10343710	0	2	0
SRR17981951.10367588	6	0	1
SRR17981951.10367590	37	1	1
SRR17981951.10367589	32	4	1
SRR17981951.11057849	36	1	2
SRR17981951.11057850	25	1	1
SRR17981951.12364360	1	38	1
SRR17981951.10002015	18	1	0
SRR17981951.11911136	32	0	0
SRR17981951.11062289	1	38	0
SRR17981951.11062291	1	37	0
SRR17981951.11062288	1	38	1
SRR17981951.11062294	2	35	2
SRR17981951.11062293	0	33	4
SRR17981951.11062292	2	32	1
SRR17981951.11062295	2	37	1
SRR17981951.11062290	1	37	0
SRR17981951.10027796	37	2	0
SRR17981951.10027800	39	0	0
SRR17981951.10027802	38	1	1
SRR17981951.10027806	34	2	0
SRR17981951.10027795	40	0	1
SRR17981951.10027797	32	1	4
SRR17981951.10027799	36	1	2
SRR17981951.10027801	33	2	1
SRR17981951.10027803	37	2	2
SRR17981951.10027805	38	2	0
SRR17981951.10027804	32	4	1
SRR17981951.10027798	37	1	2
SRR17981951.11127468	2	31	0
SRR17981951.11127467	2	32	0
SRR17981951.12457240	6	0	0
SRR17981951.10336643	1	25	1
SRR17981951.10336645	1	25	1
SRR17981951.10336647	1	25	1
SRR17981951.10336649	2	24	2
SRR17981951.10336651	2	15	1
SRR17981951.10336644	0	27	0
SRR17981951.10336646	0	27	0
SRR17981951.10336648	0	26	0
SRR17981951.10336650	0	25	1
SRR17981951.12396258	24	2	1
SRR17981951.12396260	24	0	2
SRR17981951.12396261	20	2	3
SRR17981951.12364361	4	19	1
SRR17981951.12396259	20	3	2
SRR17981951.10336642	1	22	0
SRR17981951.11216325	1	65	4
SRR17981951.11216324	0	23	2
SRR17981951.11247465	0	23	0
SRR17981951.11247467	1	24	1
SRR17981951.11247469	0	25	0
SRR17981951.11247464	2	19	0
SRR17981951.11247466	1	22	0
SRR17981951.11247470	0	26	0
SRR17981951.11247471	0	20	0
SRR17981951.11247468	1	22	1
SRR17981951.10229122	0	6	0
SRR17981951.12023659	1	3	0
SRR17981951.12099831	0	17	0
SRR17981951.12099828	0	17	1
SRR17981951.12099827	0	18	0
SRR17981951.12099829	1	16	0
SRR17981951.12099832	0	18	0
SRR17981951.12099830	0	17	1
SRR17981951.12099833	0	18	0
SRR17981951.12099826	0	14	1
SRR17981951.11057848	7	0	0
SRR17981951.11216323	0	14	1
SRR17981951.11690792	0	13	1
SRR17981951.11690790	0	14	0
SRR17981951.11690796	0	15	0
SRR17981951.11690802	0	14	1
SRR17981951.11690804	0	14	0
SRR17981951.11690791	0	11	2
SRR17981951.11690797	0	14	1
SRR17981951.11690799	0	14	1
SRR17981951.11690801	1	13	1
SRR17981951.11690803	1	14	0
SRR17981951.11690805	1	14	0
SRR17981951.11690806	1	11	2
SRR17981951.11690793	0	14	1
SRR17981951.11690807	0	15	0
SRR17981951.11690798	0	14	0
SRR17981951.11690800	0	15	0
SRR17981951.11690789	1	13	1
SRR17981951.11690794	0	15	0
SRR17981951.11690808	0	14	0
SRR17981951.11690795	0	14	1
SRR17981951.10149061	1	0	1
SRR17981951.12087933	0	13	0
SRR17981951.12087929	0	9	0
SRR17981951.12087931	0	13	0
SRR17981951.12087930	0	13	0
SRR17981951.12087932	0	13	0
SRR17981951.12087934	0	11	2
SRR17981951.9795999	0	13	0
SRR17981951.9796001	0	13	0
SRR17981951.9796003	0	6	0
SRR17981951.9795998	1	12	0
SRR17981951.9796000	0	13	0
SRR17981951.9796002	0	13	0
SRR17981951.11308191	12	2	0
SRR17981951.11308193	8	1	1
SRR17981951.11308197	10	4	0
SRR17981951.11308192	11	0	3
SRR17981951.11308194	9	2	3
SRR17981951.11308200	11	2	0
SRR17981951.11308204	9	3	0
SRR17981951.11308203	13	1	1
SRR17981951.11308198	12	1	1
SRR17981951.11308196	13	1	0
SRR17981951.11308195	9	3	0
SRR17981951.11308189	12	2	1
SRR17981951.11308190	13	2	0
SRR17981951.10149062	3	0	0
SRR17981951.11308202	14	0	1
SRR17981951.11308205	19	4	3
SRR17981951.11308199	9	2	2
SRR17981951.11308201	12	2	0
SRR17981951.11062296	0	5	0
SRR17981951.11127466	0	7	0
SRR17981951.11569444	0	3	0
SRR17981951.12087935	0	8	0
SRR17981951.10336641	0	2	0
SRR17981951.12396257	1	0	0
SRR17981951.12150929	0	8	0
SRR17981951.12150928	1	7	0
SRR17981951.12150931	2	6	0
SRR17981951.10027794	1	0	0
SRR17981951.11068793	2	1	0
SRR17981951.11690788	0	3	2
SRR17981951.10730026	3	0	0
SRR17981951.12099825	0	4	0
SRR17981951.11308188	4	1	1
SRR17981951.12150932	0	12	0
SRR17981951.12150930	1	6	0
SRR17981951.10620629	0	7	1
SRR17981951.10620631	0	6	0
SRR17981951.10620633	0	7	0
SRR17981951.10620632	1	7	0
SRR17981951.10620635	1	6	0
SRR17981951.10620628	0	4	0
SRR17981951.10620636	2	5	1
SRR17981951.10620638	0	7	1
SRR17981951.10620630	0	6	2
SRR17981951.10620634	0	8	0
SRR17981951.10620639	0	3	0
SRR17981951.10620637	0	8	0
SRR17981951.10299967	3	1	0
SRR17981951.10299966	0	0	1
SRR17981951.11690809	0	4	0
SRR17981951.10192195	0	3	0
SRR17981951.10005135	0	7	0
SRR17981951.10005145	0	6	0
SRR17981951.10005147	0	8	0
SRR17981951.10005134	0	2	0
SRR17981951.10005136	1	7	0
SRR17981951.10005138	0	7	1
SRR17981951.10005140	0	7	1
SRR17981951.10005146	0	7	1
SRR17981951.10005137	0	8	0
SRR17981951.10005139	0	7	1
SRR17981951.10005141	0	7	0
SRR17981951.10005143	0	8	0
SRR17981951.10005142	0	7	0
SRR17981951.10005144	0	7	1
SRR17981951.11854763	1	10	0
SRR17981951.11854754	0	11	0
SRR17981951.11854756	1	9	1
SRR17981951.11854758	0	10	1
SRR17981951.11854760	1	9	1
SRR17981951.11854766	1	10	0
SRR17981951.11854768	0	10	1
SRR17981951.11854753	0	8	1
SRR17981951.11854755	1	9	0
SRR17981951.11854757	1	10	0
SRR17981951.11854767	0	11	0
SRR17981951.11854764	1	10	0
SRR17981951.11854761	0	11	0
SRR17981951.11854762	1	10	0
SRR17981951.11854759	0	10	1
SRR17981951.11854765	1	9	1
SRR17981951.10356817	6	0	0
SRR17981951.10356819	7	0	0
SRR17981951.10356821	7	0	0
SRR17981951.10356823	7	0	0
SRR17981951.10356825	3	0	0
SRR17981951.10356816	2	0	1
SRR17981951.10356818	6	1	0
SRR17981951.10356820	7	0	0
SRR17981951.10356822	7	0	0
SRR17981951.10356824	7	0	0
SRR17981951.10552680	8	0	0
SRR17981951.11394904	2	0	0
SRR17981951.11854752	1	8	0
SRR17981951.9934031	6	0	1
SRR17981951.9934033	7	0	0
SRR17981951.9934035	4	2	1
SRR17981951.9934030	7	0	0
SRR17981951.9934036	6	1	0
SRR17981951.9934038	5	0	1
SRR17981951.9934032	6	1	0
SRR17981951.9934037	6	0	1
SRR17981951.9934039	6	1	0
SRR17981951.9934034	5	0	1
SRR17981951.11854769	0	7	0
SRR17981951.10552679	6	1	0
SRR17981951.10005148	0	4	0
SRR17981951.14043998	16	0	0
SRR17981951.14044000	12	4	0
SRR17981951.14043999	15	0	1
SRR17981951.14043997	4	0	1
SRR17981951.13962631	23	1	4
SRR17981951.14044001	12	3	1
SRR17981951.13347294	35	2	2
SRR17981951.13347296	34	3	3
SRR17981951.13347293	33	4	4
SRR17981951.13347291	35	4	2
SRR17981951.13347292	32	5	3
SRR17981951.13347298	26	6	3
SRR17981951.13347295	33	7	2
SRR17981951.13347297	33	4	1
SRR17981951.13347290	34	6	2
SRR17981951.12558998	0	6	0
SRR17981951.13351386	0	5	0
SRR17981951.13351388	0	5	0
SRR17981951.13815395	1	35	0
SRR17981951.13351385	0	5	0
SRR17981951.13351387	1	4	0
SRR17981951.13351389	1	4	0
SRR17981951.13815396	1	32	1
SRR17981951.14941487	0	33	1
SRR17981951.13351384	0	5	0
SRR17981951.13978056	0	40	2
SRR17981951.13978060	1	40	1
SRR17981951.13978066	1	39	0
SRR17981951.13978054	3	37	2
SRR17981951.13978068	1	39	1
SRR17981951.13978052	0	39	1
SRR17981951.13978070	1	38	2
SRR17981951.13978072	1	40	0
SRR17981951.13978062	0	39	3
SRR17981951.13978058	0	41	1
SRR17981951.13978064	0	39	1
SRR17981951.13978074	2	39	1
SRR17981951.13978051	1	36	3
SRR17981951.13978053	1	40	1
SRR17981951.13978057	1	39	0
SRR17981951.13978061	0	39	1
SRR17981951.13978063	1	39	2
SRR17981951.13978065	0	39	2
SRR17981951.13978067	0	41	1
SRR17981951.13978069	0	41	0
SRR17981951.13978071	0	40	1
SRR17981951.13978075	1	37	1
SRR17981951.13978055	0	41	1
SRR17981951.13978059	0	41	0
SRR17981951.13978076	0	27	1
SRR17981951.13978073	0	36	2
SRR17981951.14152819	4	1	1
SRR17981951.14010250	0	11	0
SRR17981951.14010244	1	42	1
SRR17981951.14010246	0	44	1
SRR17981951.14010248	1	42	2
SRR17981951.14010243	0	32	1
SRR17981951.14010245	0	42	2
SRR17981951.14010247	2	38	2
SRR17981951.14010249	1	43	0
SRR17981951.14831516	38	3	3
SRR17981951.14831518	42	1	1
SRR17981951.14831520	41	1	0
SRR17981951.14831513	39	2	1
SRR17981951.14831517	40	3	2
SRR17981951.14831519	42	3	0
SRR17981951.14831522	7	0	1
SRR17981951.14831515	39	2	3
SRR17981951.14831521	37	5	1
SRR17981951.13485520	38	3	3
SRR17981951.13485519	38	3	1
SRR17981951.13485521	34	4	6
SRR17981951.13485522	33	6	4
SRR17981951.13485524	35	6	3
SRR17981951.13485523	38	5	1
SRR17981951.14831514	38	2	3
SRR17981951.13485518	34	5	3
SRR17981951.14941486	0	3	0
SRR17981951.13485525	31	1	4
SRR17981951.14003794	38	2	0
SRR17981951.14003784	34	1	4
SRR17981951.14003786	37	1	3
SRR17981951.14003788	37	1	2
SRR17981951.14003792	37	1	1
SRR17981951.14003796	37	1	2
SRR17981951.14003798	36	1	3
SRR17981951.14003781	39	0	0
SRR17981951.14003785	38	2	0
SRR17981951.14003787	36	3	1
SRR17981951.14003791	38	0	2
SRR17981951.14003793	38	2	1
SRR17981951.14003795	38	1	0
SRR17981951.14003783	40	0	1
SRR17981951.14003797	36	0	3
SRR17981951.14003782	37	0	3
SRR17981951.14003790	35	1	2
SRR17981951.14003799	32	3	3
SRR17981951.14003789	39	0	0
SRR17981951.14455796	9	0	0
SRR17981951.14831512	35	1	1
SRR17981951.14987841	4	36	4
SRR17981951.14987847	1	43	0
SRR17981951.14987849	2	43	0
SRR17981951.14987855	0	38	4
SRR17981951.14987857	2	30	0
SRR17981951.14987840	1	41	2
SRR17981951.14987844	3	36	4
SRR17981951.14987848	1	35	0
SRR17981951.14987850	0	37	0
SRR17981951.14987852	1	39	1
SRR17981951.14987854	0	41	1
SRR17981951.14987843	3	38	1
SRR17981951.14987851	2	40	2
SRR17981951.14987856	1	38	0
SRR17981951.14987845	1	39	3
SRR17981951.14987846	4	36	2
SRR17981951.14987842	2	38	0
SRR17981951.14987853	1	36	2
SRR17981951.13515030	40	4	0
SRR17981951.13515031	39	5	2
SRR17981951.13515032	25	1	0
SRR17981951.13515029	33	4	2
SRR17981951.13028607	40	4	0
SRR17981951.13028612	42	1	2
SRR17981951.13028611	37	1	2
SRR17981951.13028613	39	3	3
SRR17981951.13028606	32	1	0
SRR17981951.13028608	42	1	2
SRR17981951.13028610	42	1	0
SRR17981951.13028609	36	2	4
SRR17981951.13028614	37	1	3
SRR17981951.13485517	24	3	0
SRR17981951.13485526	22	1	2
SRR17981951.14947183	0	9	0
SRR17981951.14947182	3	22	0
SRR17981951.14003780	10	0	2
SRR17981951.14119796	2	13	1
SRR17981951.14119795	0	18	1
SRR17981951.14119794	0	18	0
SRR17981951.14119793	1	16	1
SRR17981951.14944376	13	1	0
SRR17981951.14944378	12	2	1
SRR17981951.14944373	13	2	1
SRR17981951.14944374	13	2	0
SRR17981951.14944371	10	2	2
SRR17981951.14944372	9	2	1
SRR17981951.14944377	14	1	0
SRR17981951.14944375	14	1	0
SRR17981951.14987839	0	7	1
SRR17981951.13544998	0	2	0
SRR17981951.14538285	1	8	1
SRR17981951.14538284	1	18	2
SRR17981951.13544999	0	1	0
SRR17981951.14885365	1	13	1
SRR17981951.14885366	3	12	0
SRR17981951.14885368	0	13	2
SRR17981951.14885367	1	13	0
SRR17981951.14885364	1	7	0
SRR17981951.14885369	0	1	0
SRR17981951.14850905	0	11	1
SRR17981951.14850907	0	12	0
SRR17981951.14850909	1	11	1
SRR17981951.14850911	0	11	0
SRR17981951.14850913	0	11	2
SRR17981951.14850915	0	12	0
SRR17981951.14850917	0	12	1
SRR17981951.14850919	0	13	0
SRR17981951.14850910	0	11	2
SRR17981951.14850914	0	13	0
SRR17981951.14850916	1	12	0
SRR17981951.14850902	0	7	0
SRR17981951.14850903	0	12	1
SRR17981951.14850912	0	13	0
SRR17981951.14850904	1	12	0
SRR17981951.14850906	1	11	1
SRR17981951.14850908	0	12	1
SRR17981951.14850920	0	13	0
SRR17981951.14850918	0	13	0
SRR17981951.14850921	0	12	0
SRR17981951.14944379	7	3	1
SRR17981951.13572199	1	13	0
SRR17981951.13572198	0	6	0
SRR17981951.13572200	0	5	2
SRR17981951.13025027	1	1	0
SRR17981951.14114495	8	0	0
SRR17981951.14114494	1	0	0
SRR17981951.13875902	4	0	0
SRR17981951.13875901	2	0	0
SRR17981951.12561220	8	1	0
SRR17981951.12561222	8	0	0
SRR17981951.12561221	9	0	0
SRR17981951.12561219	8	1	0
SRR17981951.12561218	8	0	0
SRR17981951.14193301	2	5	2
SRR17981951.14193300	0	9	0
SRR17981951.14947181	0	3	0
SRR17981951.12561223	4	1	0
SRR17981951.14358141	11	0	0
SRR17981951.14358143	10	1	0
SRR17981951.14358147	11	0	0
SRR17981951.14358149	10	0	0
SRR17981951.14358151	9	0	0
SRR17981951.14358153	10	0	1
SRR17981951.14358157	3	0	0
SRR17981951.14358140	8	0	0
SRR17981951.14358142	10	0	1
SRR17981951.14358148	11	0	0
SRR17981951.14358150	11	0	0
SRR17981951.14358156	11	0	0
SRR17981951.14358145	10	0	0
SRR17981951.14358155	10	0	0
SRR17981951.14358144	9	0	2
SRR17981951.14358146	9	0	0
SRR17981951.14358154	11	0	0
SRR17981951.14358152	11	0	0
SRR17981951.14114496	3	0	0
SRR17981951.14193302	0	5	0
SRR17981951.14659708	3	0	0
SRR17981951.14193299	0	2	0
SRR17981951.12653417	0	9	0
SRR17981951.13956857	0	8	0
SRR17981951.13956859	2	6	1
SRR17981951.13956856	0	8	0
SRR17981951.13956858	0	9	0
SRR17981951.13956860	1	8	0
SRR17981951.13956855	0	7	0
SRR17981951.13956861	0	5	2
SRR17981951.14805846	0	7	0
SRR17981951.15013692	0	6	1
SRR17981951.15013691	0	4	0
SRR17981951.12830657	2	1	0
SRR17981951.12830658	6	0	1
SRR17981951.13751738	1	2	2
SRR17981951.13751737	0	4	1
SRR17981951.13751735	2	3	1
SRR17981951.13385673	0	3	0
SRR17981951.13385674	0	3	0
SRR17981951.13751736	0	2	0
SRR17981951.14103230	0	3	0
SRR17981951.14103231	0	3	0
SRR17981951.12653416	0	1	0
SRR17981951.15916013	31	5	0
SRR17981951.15916015	4	0	0
SRR17981951.15916012	25	5	4
SRR17981951.15916014	27	3	4
SRR17981951.17102101	9	0	0
SRR17981951.16974842	40	1	3
SRR17981951.16974844	41	2	1
SRR17981951.16974846	39	4	1
SRR17981951.16974841	33	0	3
SRR17981951.16974843	36	6	3
SRR17981951.16974845	40	4	0
SRR17981951.16426457	2	28	1
SRR17981951.16426463	3	24	5
SRR17981951.17163037	2	35	1
SRR17981951.15554503	1	30	1
SRR17981951.15614542	0	6	0
SRR17981951.15614544	1	4	1
SRR17981951.15771799	1	35	2
SRR17981951.15771801	0	36	2
SRR17981951.16426461	2	29	0
SRR17981951.16426467	2	30	1
SRR17981951.17163040	1	37	2
SRR17981951.15554502	0	31	1
SRR17981951.15554504	0	29	2
SRR17981951.15614543	0	6	0
SRR17981951.15614549	0	4	1
SRR17981951.15771800	0	37	3
SRR17981951.16426458	1	32	0
SRR17981951.16426460	2	30	1
SRR17981951.16426462	0	30	1
SRR17981951.16426470	0	33	0
SRR17981951.16426472	1	31	1
SRR17981951.17163035	0	14	0
SRR17981951.17163039	0	39	2
SRR17981951.15554501	0	34	0
SRR17981951.16426465	1	31	1
SRR17981951.16426473	2	31	0
SRR17981951.15614548	0	5	0
SRR17981951.16426475	0	32	1
SRR17981951.16426471	1	30	1
SRR17981951.15614546	1	5	0
SRR17981951.16426459	0	34	0
SRR17981951.17163038	0	39	3
SRR17981951.15614545	1	4	0
SRR17981951.15614547	0	6	0
SRR17981951.16426464	1	29	4
SRR17981951.16426468	0	33	1
SRR17981951.16426469	0	33	1
SRR17981951.16426476	0	33	1
SRR17981951.16426466	1	31	0
SRR17981951.16426456	1	31	1
SRR17981951.16426474	0	33	1
SRR17981951.17163036	9	36	0
SRR17981951.16426455	1	26	0
SRR17981951.16664780	2	49	2
SRR17981951.16664782	2	51	0
SRR17981951.16664786	1	16	0
SRR17981951.16664781	0	53	0
SRR17981951.16664783	3	51	0
SRR17981951.16664785	2	48	3
SRR17981951.16664784	0	52	1
SRR17981951.16664779	3	19	2
SRR17981951.15916011	9	1	1
SRR17981951.16496305	41	1	1
SRR17981951.16496291	42	1	2
SRR17981951.16496295	40	0	2
SRR17981951.16496299	39	3	1
SRR17981951.16496301	39	1	2
SRR17981951.16496307	36	6	0
SRR17981951.16496290	33	1	2
SRR17981951.16496292	41	2	0
SRR17981951.16496296	41	1	2
SRR17981951.16496300	40	1	2
SRR17981951.16496304	42	0	1
SRR17981951.16496303	36	4	1
SRR17981951.16496298	41	1	2
SRR17981951.16496302	41	0	2
SRR17981951.16496306	40	1	3
SRR17981951.16496297	40	1	2
SRR17981951.16496294	37	4	3
SRR17981951.16496293	38	5	0
SRR17981951.16695190	40	2	2
SRR17981951.16695185	32	8	2
SRR17981951.16695187	38	3	4
SRR17981951.16695182	45	4	5
SRR17981951.16695188	33	5	5
SRR17981951.16695192	36	7	2
SRR17981951.16695191	35	7	3
SRR17981951.16695183	34	8	1
SRR17981951.16695189	35	7	2
SRR17981951.16695184	35	3	4
SRR17981951.16695186	36	6	1
SRR17981951.16695193	69	10	9
SRR17981951.16695194	10	2	2
SRR17981951.16870632	2	38	1
SRR17981951.16870626	1	39	1
SRR17981951.16870628	0	37	6
SRR17981951.16870630	2	38	3
SRR17981951.16870636	1	40	1
SRR17981951.16870625	0	0	1
SRR17981951.16870629	1	38	2
SRR17981951.16870631	1	38	1
SRR17981951.16870633	1	36	3
SRR17981951.16870635	0	43	0
SRR17981951.16870637	1	37	2
SRR17981951.16870627	2	37	2
SRR17981951.16870638	2	32	3
SRR17981951.16870634	1	38	1
SRR17981951.16038581	4	36	2
SRR17981951.16038580	0	1	0
SRR17981951.17025668	4	0	0
SRR17981951.16385717	29	0	0
SRR17981951.16385721	37	1	4
SRR17981951.16385723	38	2	0
SRR17981951.16385725	35	3	1
SRR17981951.16385727	32	1	1
SRR17981951.16385729	39	0	1
SRR17981951.16385718	41	0	1
SRR17981951.16385724	37	1	2
SRR17981951.16385726	38	2	0
SRR17981951.16385728	39	1	0
SRR17981951.16385719	38	1	2
SRR17981951.16385716	37	2	0
SRR17981951.16385722	38	1	3
SRR17981951.16385720	38	1	0
SRR17981951.15771802	0	3	0
SRR17981951.16896756	3	1	0
SRR17981951.16896755	37	0	2
SRR17981951.15585178	33	5	3
SRR17981951.15585180	40	2	0
SRR17981951.15585182	36	2	2
SRR17981951.15585171	35	1	3
SRR17981951.15585175	38	1	2
SRR17981951.15585177	37	4	2
SRR17981951.15585179	37	3	1
SRR17981951.15585183	41	2	2
SRR17981951.15585176	33	3	3
SRR17981951.15585184	37	2	1
SRR17981951.15585174	36	3	5
SRR17981951.15585172	41	2	1
SRR17981951.15585173	34	3	3
SRR17981951.15585181	40	1	0
SRR17981951.16038582	1	37	0
SRR17981951.16496308	30	1	1
SRR17981951.16974847	4	0	0
SRR17981951.17288716	0	42	0
SRR17981951.17288718	2	37	2
SRR17981951.17288720	0	40	3
SRR17981951.17288722	2	36	3
SRR17981951.17288709	3	35	5
SRR17981951.17288717	2	37	0
SRR17981951.17288715	2	40	1
SRR17981951.17288721	2	36	2
SRR17981951.17288714	3	35	1
SRR17981951.17288719	1	38	2
SRR17981951.17288710	3	39	1
SRR17981951.17288713	3	34	2
SRR17981951.17288711	2	36	1
SRR17981951.17288712	2	38	3
SRR17981951.17236674	34	3	2
SRR17981951.17236675	32	4	1
SRR17981951.16385730	25	1	0
SRR17981951.16748130	11	0	1
SRR17981951.16748132	29	2	2
SRR17981951.16748129	16	1	1
SRR17981951.16748131	25	3	2
SRR17981951.15158563	1	16	2
SRR17981951.16896754	13	0	0
SRR17981951.17288723	0	17	2
SRR17981951.15585170	13	0	3
SRR17981951.16947355	2	14	0
SRR17981951.16947357	1	17	0
SRR17981951.16947358	0	16	1
SRR17981951.16947356	0	19	0
SRR17981951.17296557	12	2	2
SRR17981951.17296543	15	1	1
SRR17981951.17296545	14	2	1
SRR17981951.17296547	15	1	1
SRR17981951.17296549	15	0	0
SRR17981951.17296553	14	1	2
SRR17981951.17296555	13	1	1
SRR17981951.17296559	15	1	1
SRR17981951.17296561	14	1	0
SRR17981951.17296542	13	2	2
SRR17981951.17296548	14	2	0
SRR17981951.17296554	14	1	1
SRR17981951.17296556	16	1	0
SRR17981951.17296551	14	2	0
SRR17981951.17296544	16	0	0
SRR17981951.17296546	14	1	0
SRR17981951.17296558	16	1	0
SRR17981951.17296560	16	0	0
SRR17981951.17296550	14	1	1
SRR17981951.17296552	13	2	1
SRR17981951.15158562	0	10	1
SRR17981951.17296562	13	1	0
SRR17981951.17236673	2	1	1
SRR17981951.15585185	5	0	0
SRR17981951.17044619	14	1	0
SRR17981951.17044618	13	2	0
SRR17981951.16748133	6	1	1
SRR17981951.17236676	2	1	0
SRR17981951.16307686	10	1	0
SRR17981951.16307685	3	0	0
SRR17981951.17296541	4	2	1
SRR17981951.17195049	5	1	1
SRR17981951.17195046	6	0	0
SRR17981951.17195047	7	0	0
SRR17981951.17195048	6	1	0
SRR17981951.16206403	6	0	0
SRR17981951.16206404	7	0	1
SRR17981951.15147739	0	2	0
SRR17981951.17052563	6	0	0
SRR17981951.15147738	2	5	0
SRR17981951.15172133	0	1	0
SRR17981951.16185003	5	0	0
SRR17981951.16185002	5	0	0
SRR17981951.16185004	4	0	0
SRR17981951.17044620	2	0	0
SRR17981951.17195045	1	0	1
SRR17981951.17044617	2	0	0
SRR17981951.15147737	0	2	0
SRR17981951.15350266	0	6	1
SRR17981951.15350265	0	6	1
SRR17981951.17094884	0	7	0
SRR17981951.15350264	0	6	1
SRR17981951.17094885	0	3	2
SRR17981951.17392256	4	0	0
SRR17981951.17392260	2	0	0
SRR17981951.17392255	4	0	0
SRR17981951.17392259	3	1	0
SRR17981951.17392258	4	0	0
SRR17981951.17392257	3	0	0
SRR17981951.20200359	30	3	2
SRR17981951.20200358	32	0	1
SRR17981951.20200360	34	2	0
SRR17981951.20200362	35	1	0
SRR17981951.20200361	30	3	3
SRR17981951.20200357	32	2	1
SRR17981951.20200356	31	2	1
SRR17981951.19086956	29	4	0
SRR17981951.19086955	16	1	0
SRR17981951.18135388	1	25	3
SRR17981951.18135387	0	28	0
SRR17981951.18135389	0	28	1
SRR17981951.18986516	0	2	0
SRR17981951.18986520	1	1	0
SRR17981951.18986524	0	2	0
SRR17981951.18986515	1	1	0
SRR17981951.18986519	1	1	0
SRR17981951.18986523	1	1	0
SRR17981951.18986525	0	1	1
SRR17981951.18986506	0	2	0
SRR17981951.18986513	0	2	0
SRR17981951.18986517	0	2	0
SRR17981951.19976278	43	5	2
SRR17981951.19976280	40	5	3
