Read_ID	Hap1_Count	Hap2_Count	Other_Count
SRR17981951.19976282	25	5	3
SRR17981951.19976275	26	3	2
SRR17981951.19976279	41	9	2
SRR17981951.19976281	41	6	4
SRR17981951.19976276	37	7	4
SRR17981951.19976277	40	7	4
SRR17981951.20200363	28	1	2
SRR17981951.19492854	3	39	3
SRR17981951.18135390	0	24	0
SRR17981951.19173507	3	41	1
SRR17981951.19173509	1	43	0
SRR17981951.19173511	0	44	0
SRR17981951.19173513	3	40	1
SRR17981951.19173515	2	41	1
SRR17981951.19173517	2	40	0
SRR17981951.19173519	1	42	0
SRR17981951.19173521	2	34	2
SRR17981951.19173506	0	43	1
SRR17981951.19173508	0	43	0
SRR17981951.19173512	2	37	4
SRR17981951.19173514	1	41	3
SRR17981951.19173516	1	40	3
SRR17981951.19173518	1	41	0
SRR17981951.19173520	0	43	1
SRR17981951.19173510	2	38	2
SRR17981951.19173505	3	38	0
SRR17981951.19173504	1	16	1
SRR17981951.19492853	1	13	1
SRR17981951.18843044	36	1	3
SRR17981951.18843046	37	2	4
SRR17981951.18843048	4	0	1
SRR17981951.18843045	39	2	2
SRR17981951.18843047	37	3	1
SRR17981951.18843043	40	1	1
SRR17981951.19119559	43	1	0
SRR17981951.19119561	43	1	0
SRR17981951.19119563	36	4	4
SRR17981951.19119567	35	4	2
SRR17981951.19119569	39	3	2
SRR17981951.19119571	29	7	4
SRR17981951.19119573	36	4	2
SRR17981951.19119562	37	3	4
SRR17981951.19119564	39	2	0
SRR17981951.19119568	38	2	2
SRR17981951.19119570	38	2	4
SRR17981951.19119565	35	2	3
SRR17981951.19119560	37	3	2
SRR17981951.19119558	42	1	0
SRR17981951.19119572	35	3	3
SRR17981951.19119566	39	1	1
SRR17981951.19352590	36	2	2
SRR17981951.19352593	22	3	3
SRR17981951.19352599	39	2	1
SRR17981951.19352596	39	2	1
SRR17981951.19352600	38	1	3
SRR17981951.19352601	1	0	0
SRR17981951.19352592	36	4	1
SRR17981951.19352598	39	1	2
SRR17981951.19352591	36	3	2
SRR17981951.19352595	41	0	1
SRR17981951.19352594	32	2	0
SRR17981951.19352597	37	5	1
SRR17981951.19352589	36	4	1
SRR17981951.19644928	26	2	2
SRR17981951.19644930	29	1	1
SRR17981951.19644927	7	1	2
SRR17981951.19644929	17	6	2
SRR17981951.19644932	25	2	1
SRR17981951.19119557	28	2	2
SRR17981951.19644931	25	1	4
SRR17981951.18843042	13	2	1
SRR17981951.19644933	19	1	2
SRR17981951.18919028	0	1	0
SRR17981951.18919027	1	12	0
SRR17981951.19119574	6	0	1
SRR17981951.20185368	0	12	0
SRR17981951.20185370	0	12	1
SRR17981951.20185371	0	13	0
SRR17981951.20185373	0	11	2
SRR17981951.20185375	1	12	0
SRR17981951.20185367	0	9	0
SRR17981951.20185369	0	12	1
SRR17981951.20185374	0	11	2
SRR17981951.20185372	0	13	0
SRR17981951.20185376	1	12	0
SRR17981951.18072102	9	0	0
SRR17981951.18072101	5	1	1
SRR17981951.18722327	0	8	0
SRR17981951.18919026	0	5	1
SRR17981951.18722328	0	7	1
SRR17981951.18031023	4	2	1
SRR17981951.19318115	0	2	1
SRR17981951.19318117	1	7	1
SRR17981951.19318119	1	8	0
SRR17981951.19318118	0	9	0
SRR17981951.19318116	1	7	1
SRR17981951.18158600	7	0	1
SRR17981951.18158599	2	0	0
SRR17981951.18158601	7	1	0
SRR17981951.18158602	2	2	0
SRR17981951.17881252	8	0	0
SRR17981951.17881254	6	1	0
SRR17981951.17881256	8	0	0
SRR17981951.17881260	7	1	0
SRR17981951.17881262	8	0	0
SRR17981951.17881255	8	0	0
SRR17981951.17881257	8	0	0
SRR17981951.17881259	7	1	0
SRR17981951.17881261	7	1	0
SRR17981951.17881265	7	0	0
SRR17981951.17881258	6	0	1
SRR17981951.17881266	6	1	0
SRR17981951.17881251	3	1	0
SRR17981951.17881267	8	0	0
SRR17981951.17881268	5	0	1
SRR17981951.17881264	4	1	1
SRR17981951.17881253	6	0	0
SRR17981951.17881263	8	0	0
SRR17981951.18031022	5	1	0
SRR17981951.19946836	6	1	0
SRR17981951.19946835	4	0	1
SRR17981951.18397432	2	0	0
SRR17981951.20185377	0	3	0
SRR17981951.18189641	1	8	0
SRR17981951.18189643	0	2	0
SRR17981951.18189642	1	5	3
SRR17981951.18178891	0	9	0
SRR17981951.18178893	0	7	0
SRR17981951.18178884	0	8	0
SRR17981951.18178889	0	7	1
SRR17981951.18178885	0	7	2
SRR17981951.18178888	0	8	1
SRR17981951.18178890	0	6	2
SRR17981951.18178892	0	8	0
SRR17981951.18178883	0	1	0
SRR17981951.18942265	8	0	0
SRR17981951.18942267	7	1	1
SRR17981951.18942269	6	0	3
SRR17981951.18942273	6	0	0
SRR17981951.18942275	6	0	0
SRR17981951.18942277	8	0	0
SRR17981951.18942279	8	0	0
SRR17981951.18942281	8	0	1
SRR17981951.18942283	6	1	1
SRR17981951.18942264	2	1	0
SRR17981951.18942266	7	2	0
SRR17981951.18942268	9	0	0
SRR17981951.18942278	7	1	1
SRR17981951.18942282	8	0	0
SRR17981951.18942284	8	0	0
SRR17981951.18942285	3	0	0
SRR17981951.18942272	7	0	0
SRR17981951.18942274	7	1	0
SRR17981951.18942271	9	0	0
SRR17981951.18942280	9	0	0
SRR17981951.18942270	7	1	0
SRR17981951.18942276	9	0	0
SRR17981951.18178886	0	7	1
SRR17981951.18178887	1	11	1
SRR17981951.19946837	1	0	0
SRR17981951.19140019	0	7	0
SRR17981951.19140021	0	7	0
SRR17981951.19140025	2	5	0
SRR17981951.19140024	0	7	0
SRR17981951.19140026	0	5	1
SRR17981951.19140023	0	7	0
SRR17981951.19140018	1	6	0
SRR17981951.19140022	1	5	1
SRR17981951.19140020	0	6	1
SRR17981951.19140027	0	7	0
SRR17981951.17829422	4	0	0
SRR17981951.17829418	6	1	0
SRR17981951.17829420	7	0	0
SRR17981951.17829421	7	0	0
SRR17981951.17829419	6	1	0
SRR17981951.17829417	6	1	0
SRR17981951.19072597	0	2	0
SRR17981951.19072596	1	6	0
SRR17981951.17829416	7	0	0
SRR17981951.19140017	1	6	0
SRR17981951.18669999	1	5	0
SRR17981951.18669998	1	5	1
SRR17981951.19140028	1	6	0
SRR17981951.18178894	0	6	1
SRR17981951.19646294	0	5	0
SRR17981951.19072595	0	5	0
SRR17981951.19829030	0	3	0
SRR17981951.19829032	0	2	0
SRR17981951.19829029	1	1	0
SRR17981951.19829031	0	2	0
SRR17981951.22271431	25	2	0
SRR17981951.22271433	23	2	1
SRR17981951.22271435	26	0	1
SRR17981951.22271426	25	1	1
SRR17981951.22271428	25	2	0
SRR17981951.22271436	25	1	1
SRR17981951.22271429	24	2	1
SRR17981951.22271430	24	2	2
SRR17981951.22271434	23	1	1
SRR17981951.22271427	26	1	1
SRR17981951.22271432	20	3	1
SRR17981951.22569132	31	0	2
SRR17981951.22569134	30	2	2
SRR17981951.22569136	34	1	1
SRR17981951.22569131	5	0	0
SRR17981951.22569133	34	1	1
SRR17981951.22569135	34	3	0
SRR17981951.22569137	29	5	2
SRR17981951.22569138	10	1	0
SRR17981951.22694169	31	2	1
SRR17981951.21312245	0	2	0
SRR17981951.21312244	0	2	0
SRR17981951.22538031	1	34	2
SRR17981951.22538033	1	34	3
SRR17981951.22538037	2	38	0
SRR17981951.22538041	1	38	1
SRR17981951.22538043	3	36	2
SRR17981951.22538036	0	41	1
SRR17981951.22538040	1	38	1
SRR17981951.22538042	2	36	1
SRR17981951.22538046	1	37	2
SRR17981951.22538039	1	40	0
SRR17981951.22538045	1	35	4
SRR17981951.22538038	2	37	1
SRR17981951.22538044	1	37	2
SRR17981951.22538035	0	36	2
SRR17981951.22538047	3	38	0
SRR17981951.22538034	0	41	1
SRR17981951.22538032	0	39	1
SRR17981951.22022340	54	2	2
SRR17981951.22022338	49	6	3
SRR17981951.22022341	57	1	2
SRR17981951.22022343	51	5	2
SRR17981951.22022349	55	4	1
SRR17981951.22022339	52	3	5
SRR17981951.22022344	56	2	0
SRR17981951.22022346	53	3	4
SRR17981951.22022348	53	3	3
SRR17981951.22022345	51	5	0
SRR17981951.22022342	54	3	1
SRR17981951.22022350	55	3	3
SRR17981951.22022337	51	2	4
SRR17981951.22022347	49	8	1
SRR17981951.22013172	61	2	3
SRR17981951.22013174	59	3	2
SRR17981951.22013176	61	3	2
SRR17981951.22013178	58	3	5
SRR17981951.22013180	60	3	1
SRR17981951.22013182	62	0	1
SRR17981951.22013171	29	2	2
SRR17981951.22013173	60	3	1
SRR17981951.22013175	62	3	1
SRR17981951.22013177	60	1	5
SRR17981951.22013179	59	5	3
SRR17981951.22013181	63	2	2
SRR17981951.20905254	20	2	1
SRR17981951.21720065	55	0	2
SRR17981951.22786455	28	4	4
SRR17981951.22786454	35	9	4
SRR17981951.22786456	45	2	1
SRR17981951.22786458	46	2	2
SRR17981951.22786460	38	2	2
SRR17981951.22786453	37	9	3
SRR17981951.22786459	42	3	4
SRR17981951.22786457	45	1	2
SRR17981951.22022351	25	1	4
SRR17981951.21943841	9	1	0
SRR17981951.21943842	2	0	0
SRR17981951.22538048	0	4	0
SRR17981951.22984068	35	2	1
SRR17981951.22013183	30	0	1
SRR17981951.21405204	0	41	1
SRR17981951.21405203	4	35	3
SRR17981951.21405205	1	42	0
SRR17981951.21405207	3	37	1
SRR17981951.21405209	0	42	1
SRR17981951.21405211	1	41	0
SRR17981951.21405198	2	35	5
SRR17981951.21405200	2	38	1
SRR17981951.21405202	2	40	1
SRR17981951.21405206	1	41	1
SRR17981951.21405208	2	40	1
SRR17981951.21405210	2	40	1
SRR17981951.21405197	7	32	4
SRR17981951.21405199	1	41	1
SRR17981951.21405201	2	40	0
SRR17981951.21405196	0	19	0
SRR17981951.23083270	0	7	0
SRR17981951.21720066	22	0	1
SRR17981951.22022336	15	1	1
SRR17981951.22075007	1	29	2
SRR17981951.22074998	2	31	0
SRR17981951.22075006	0	31	2
SRR17981951.22075010	1	30	1
SRR17981951.22075012	2	31	0
SRR17981951.22075014	1	29	1
SRR17981951.22075016	0	33	0
SRR17981951.22075001	1	31	1
SRR17981951.22075003	0	33	0
SRR17981951.22075009	0	34	0
SRR17981951.22075011	1	29	1
SRR17981951.22075015	0	33	0
SRR17981951.22075000	0	33	0
SRR17981951.22074999	1	31	0
SRR17981951.22075013	0	34	0
SRR17981951.22075004	1	30	2
SRR17981951.22074997	0	28	3
SRR17981951.22075002	1	30	1
SRR17981951.22075008	0	29	3
SRR17981951.22075005	0	30	0
SRR17981951.20697842	3	21	2
SRR17981951.20697843	1	17	1
SRR17981951.22786452	10	1	3
SRR17981951.20252917	0	9	0
SRR17981951.21814025	0	24	0
SRR17981951.21814029	1	21	2
SRR17981951.21814031	1	23	0
SRR17981951.21814035	1	23	1
SRR17981951.21814026	0	23	1
SRR17981951.21814028	0	22	1
SRR17981951.21814032	0	22	2
SRR17981951.21814034	0	22	2
SRR17981951.21814036	1	20	1
SRR17981951.21814027	1	22	2
SRR17981951.21814033	0	22	1
SRR17981951.21814030	0	23	1
SRR17981951.21814037	0	12	0
SRR17981951.21814024	0	24	0
SRR17981951.20855844	2	8	2
SRR17981951.20949971	0	13	2
SRR17981951.20949970	1	3	0
SRR17981951.20397379	1	13	2
SRR17981951.20397378	0	12	1
SRR17981951.21953017	1	12	0
SRR17981951.21953016	0	11	1
SRR17981951.21953014	0	12	1
SRR17981951.21953013	0	12	1
SRR17981951.21953015	1	10	1
SRR17981951.23058553	0	13	0
SRR17981951.23058555	0	13	0
SRR17981951.23058552	0	11	1
SRR17981951.23058554	1	11	1
SRR17981951.23058556	0	12	0
SRR17981951.21814023	0	12	0
SRR17981951.22075017	0	3	0
SRR17981951.22824624	1	4	0
SRR17981951.22824625	1	7	0
SRR17981951.20738053	6	2	0
SRR17981951.20738046	8	0	0
SRR17981951.20738048	8	0	0
SRR17981951.20738050	8	0	0
SRR17981951.20738052	7	1	0
SRR17981951.20738056	8	0	0
SRR17981951.20738058	8	0	0
SRR17981951.20738043	1	1	0
SRR17981951.20738045	8	0	0
SRR17981951.20738047	8	0	0
SRR17981951.20738049	7	1	0
SRR17981951.20738055	7	0	1
SRR17981951.20738057	7	0	1
SRR17981951.20300530	1	0	0
SRR17981951.20738054	7	0	0
SRR17981951.20738044	6	0	2
SRR17981951.20738051	8	0	0
SRR17981951.20300529	8	0	0
SRR17981951.22824626	1	7	0
SRR17981951.21953012	1	5	0
SRR17981951.20397380	0	5	0
SRR17981951.20931395	0	8	0
SRR17981951.20931401	0	7	0
SRR17981951.20931403	0	6	2
SRR17981951.20931400	1	7	0
SRR17981951.20931397	0	8	0
SRR17981951.20931405	0	7	0
SRR17981951.20931404	0	8	0
SRR17981951.20931402	0	7	1
SRR17981951.20931399	0	8	0
SRR17981951.20931398	1	7	0
SRR17981951.21063260	7	1	0
SRR17981951.21063262	7	0	1
SRR17981951.21063257	8	0	0
SRR17981951.21063261	6	1	1
SRR17981951.21063265	7	1	0
SRR17981951.21063264	7	0	0
SRR17981951.21063259	6	1	0
SRR17981951.21063263	7	1	0
SRR17981951.21063258	8	0	0
SRR17981951.21063266	6	0	1
SRR17981951.21677431	1	7	0
SRR17981951.21677430	0	9	0
SRR17981951.21677432	0	9	0
SRR17981951.21677434	0	9	0
SRR17981951.21677436	2	7	0
SRR17981951.21677433	0	9	0
SRR17981951.21677435	0	9	0
SRR17981951.21677437	0	9	0
SRR17981951.21677438	0	7	0
SRR17981951.20738059	5	1	0
SRR17981951.21677429	1	7	0
SRR17981951.20931394	0	2	0
SRR17981951.22839771	3	0	0
SRR17981951.22406885	0	7	0
SRR17981951.22406889	1	6	0
SRR17981951.22406884	0	2	1
SRR17981951.22406886	0	7	0
SRR17981951.22406888	1	6	0
SRR17981951.22406890	0	7	0
SRR17981951.22406887	1	6	0
SRR17981951.21109162	9	1	0
SRR17981951.21109164	9	2	0
SRR17981951.21109166	7	0	2
SRR17981951.21109159	10	0	0
SRR17981951.21109161	11	0	0
SRR17981951.21109163	10	0	0
SRR17981951.21109165	10	0	0
SRR17981951.21109160	10	1	0
SRR17981951.21109167	8	1	0
SRR17981951.20931396	0	3	0
SRR17981951.22775576	0	1	1
SRR17981951.21309645	8	0	1
SRR17981951.21109158	7	0	0
SRR17981951.22897248	0	6	2
SRR17981951.21063256	2	0	0
SRR17981951.21760852	9	0	0
SRR17981951.21760856	9	0	0
SRR17981951.21760860	9	0	0
SRR17981951.21760862	7	1	0
SRR17981951.21760864	9	0	0
SRR17981951.21760866	9	0	0
SRR17981951.21760853	8	1	0
SRR17981951.21760855	8	0	0
SRR17981951.21760857	7	1	1
SRR17981951.21760859	8	0	0
SRR17981951.21760865	8	0	0
SRR17981951.21760867	8	0	0
SRR17981951.21760858	8	0	1
SRR17981951.21760868	2	0	0
SRR17981951.21760854	7	0	1
SRR17981951.21760863	9	0	0
SRR17981951.21760861	9	0	0
SRR17981951.21560507	6	0	0
SRR17981951.21560506	1	0	0
SRR17981951.21677428	0	3	0
SRR17981951.21309646	9	0	0
SRR17981951.22328388	1	4	1
SRR17981951.20877302	1	0	0
SRR17981951.21594418	6	1	0
SRR17981951.21594417	8	0	0
SRR17981951.20478860	6	1	0
SRR17981951.20478862	7	1	0
SRR17981951.20478864	8	0	0
SRR17981951.20478866	8	0	0
SRR17981951.20478868	7	0	0
SRR17981951.20478859	5	0	1
SRR17981951.20478863	6	0	1
SRR17981951.20478865	5	2	1
SRR17981951.20478867	7	0	0
SRR17981951.20478861	7	0	0
SRR17981951.20261857	0	7	0
SRR17981951.20261854	0	7	0
SRR17981951.20261858	0	5	1
SRR17981951.20261851	0	2	0
SRR17981951.20261855	0	7	0
SRR17981951.20261852	0	7	0
SRR17981951.20261853	0	6	1
SRR17981951.20261856	0	7	0
SRR17981951.21694932	2	5	0
SRR17981951.21694936	0	7	0
SRR17981951.21694929	0	7	0
SRR17981951.21694933	0	7	0
SRR17981951.21694937	0	5	0
SRR17981951.21694939	0	7	0
SRR17981951.21694941	0	7	0
SRR17981951.21694943	0	7	0
SRR17981951.21694934	0	6	1
SRR17981951.21694942	1	4	0
SRR17981951.21694935	0	6	0
SRR17981951.21694930	0	6	0
SRR17981951.21694931	1	6	0
SRR17981951.21694938	0	6	1
SRR17981951.21694940	0	7	0
SRR17981951.21694944	0	7	0
SRR17981951.21945823	0	7	0
SRR17981951.21945825	0	7	0
SRR17981951.21945827	0	5	1
SRR17981951.21945829	0	7	0
SRR17981951.21945822	0	7	0
SRR17981951.21945828	1	5	1
SRR17981951.21945830	0	7	0
SRR17981951.21945832	0	7	0
SRR17981951.21945826	0	7	0
SRR17981951.21945824	1	6	0
SRR17981951.21945831	0	7	0
SRR17981951.21945821	1	6	0
SRR17981951.21945833	0	7	0
SRR17981951.21945834	0	5	0
SRR17981951.21014307	5	1	0
SRR17981951.21014306	5	1	0
SRR17981951.21014308	6	0	0
SRR17981951.21014305	6	0	0
SRR17981952.921303	5	0	0
SRR17981952.921307	4	0	1
SRR17981952.921309	5	0	0
SRR17981952.921300	5	0	0
SRR17981952.921310	5	0	0
SRR17981952.921301	5	0	0
SRR17981952.921305	4	0	1
SRR17981952.921311	5	0	0
SRR17981952.921302	4	0	0
SRR17981952.921312	4	1	0
SRR17981952.921306	5	0	0
SRR17981952.921304	5	0	0
SRR17981952.921308	5	0	0
SRR17981952.921299	4	0	1
SRR17981952.1432110	27	2	2
SRR17981952.1432109	37	0	0
SRR17981952.1946805	53	4	0
SRR17981952.1946807	34	1	1
SRR17981952.1946806	53	3	1
SRR17981952.1946804	52	4	2
SRR17981952.1491841	2	32	3
SRR17981952.1491837	1	35	2
SRR17981952.1491839	0	37	1
SRR17981952.884085	0	57	1
SRR17981952.1491840	2	34	1
SRR17981952.1491842	1	34	1
SRR17981952.1491846	1	33	2
SRR17981952.1491848	1	33	2
SRR17981952.1491850	0	34	3
SRR17981952.1491852	2	34	1
SRR17981952.2042084	1	33	2
SRR17981952.2639082	1	35	0
SRR17981952.2639084	0	35	2
SRR17981952.2639088	1	35	0
SRR17981952.2639092	0	35	2
SRR17981952.1491843	0	37	1
SRR17981952.1491845	1	36	0
SRR17981952.1491847	0	36	0
SRR17981952.1491849	0	32	2
SRR17981952.1491851	0	33	2
SRR17981952.2042083	0	9	0
SRR17981952.2639081	0	35	0
SRR17981952.2639083	0	36	0
SRR17981952.2639085	0	34	2
SRR17981952.2639089	0	37	0
SRR17981952.2639091	0	34	3
SRR17981952.2639093	0	37	1
SRR17981952.1491844	0	38	0
SRR17981952.884082	1	58	1
SRR17981952.884084	3	56	0
SRR17981952.884083	1	56	2
SRR17981952.2639086	1	34	0
SRR17981952.2639087	0	35	2
SRR17981952.1491838	1	31	4
SRR17981952.2639090	2	35	0
SRR17981952.2639094	1	36	0
SRR17981952.1491836	1	30	1
SRR17981952.2042085	1	24	1
SRR17981952.575035	10	6	2
SRR17981952.884081	0	47	0
SRR17981952.1946803	36	4	3
SRR17981952.575036	11	5	2
SRR17981952.924910	2	34	2
SRR17981952.1589827	2	36	2
SRR17981952.1589829	1	37	4
SRR17981952.1589833	0	35	3
SRR17981952.1589835	2	37	1
SRR17981952.1589837	2	34	2
SRR17981952.1589828	0	36	2
SRR17981952.1589830	0	40	0
SRR17981952.1589832	1	37	1
SRR17981952.1589834	2	34	1
SRR17981952.1589836	1	34	5
SRR17981952.1589826	1	38	1
SRR17981952.1589831	1	36	2
SRR17981952.1263049	0	44	2
SRR17981952.1263048	0	2	0
SRR17981952.884086	0	21	0
SRR17981952.1988273	30	1	4
SRR17981952.1988272	5	1	0
SRR17981952.924911	3	28	4
SRR17981952.2214909	2	0	0
SRR17981952.2214908	41	2	2
SRR17981952.24804	56	6	3
SRR17981952.1589838	1	29	1
SRR17981952.1988274	36	3	3
SRR17981952.1678112	1	39	1
SRR17981952.1678100	1	38	1
SRR17981952.1678102	1	39	1
SRR17981952.1678108	0	37	2
SRR17981952.1678110	0	38	0
SRR17981952.1678114	1	38	2
SRR17981952.1678099	1	39	2
SRR17981952.1678101	0	37	1
SRR17981952.1678103	1	40	1
SRR17981952.1678105	1	39	1
SRR17981952.1678107	0	36	1
SRR17981952.1678111	2	35	2
SRR17981952.1678113	0	37	2
SRR17981952.1678104	1	39	1
SRR17981952.1678106	0	41	1
SRR17981952.1678109	0	40	1
SRR17981952.235665	5	49	0
SRR17981952.235666	5	21	2
SRR17981952.750322	0	27	2
SRR17981952.750321	0	5	0
SRR17981952.376979	1	26	1
SRR17981952.1589825	0	14	1
SRR17981952.1678115	0	13	0
SRR17981952.1099324	0	17	0
SRR17981952.1099309	0	14	2
SRR17981952.1099310	1	15	1
SRR17981952.1099312	0	17	0
SRR17981952.1099314	0	16	0
SRR17981952.1099316	1	15	1
SRR17981952.1099318	1	17	0
SRR17981952.1099311	0	16	0
SRR17981952.1099313	0	18	0
SRR17981952.1099315	1	17	0
SRR17981952.1099317	0	17	0
SRR17981952.1099319	1	14	2
SRR17981952.1099321	1	14	0
SRR17981952.1099308	0	15	1
SRR17981952.1099322	0	18	0
SRR17981952.1099307	1	16	1
SRR17981952.1099320	0	17	1
SRR17981952.1099323	0	17	1
SRR17981952.1099325	0	11	1
SRR17981952.699777	11	1	0
SRR17981952.699779	10	1	1
SRR17981952.699785	11	0	0
SRR17981952.699787	5	0	0
SRR17981952.699776	9	0	0
SRR17981952.699780	11	1	0
SRR17981952.699782	10	0	2
SRR17981952.699784	11	0	0
SRR17981952.699786	10	1	0
SRR17981952.699781	10	1	1
SRR17981952.699778	9	1	2
SRR17981952.699783	12	0	0
SRR17981952.1263050	0	4	0
SRR17981952.2214907	3	0	0
SRR17981952.1099306	0	5	0
SRR17981952.189924	7	0	1
SRR17981952.189926	8	0	0
SRR17981952.189928	7	1	0
SRR17981952.189930	6	1	0
SRR17981952.189934	7	0	1
SRR17981952.189940	4	1	0
SRR17981952.189925	8	0	0
SRR17981952.189927	8	0	0
SRR17981952.189929	7	0	0
SRR17981952.189933	8	0	0
SRR17981952.189935	7	1	0
SRR17981952.189937	6	2	0
SRR17981952.189939	8	0	0
SRR17981952.189932	6	1	0
SRR17981952.189931	7	0	1
SRR17981952.189923	6	0	0
SRR17981952.189936	6	0	0
SRR17981952.189938	8	0	0
SRR17981952.750323	0	2	0
SRR17981952.1940948	9	0	0
SRR17981952.1940950	9	0	0
SRR17981952.1940947	8	0	1
SRR17981952.1940949	8	0	0
SRR17981952.376978	0	3	0
SRR17981952.1940946	7	0	0
SRR17981952.352092	8	1	0
SRR17981952.352094	7	1	0
SRR17981952.352096	8	1	0
SRR17981952.352098	6	1	2
SRR17981952.352100	7	1	0
SRR17981952.352091	6	1	2
SRR17981952.352093	8	1	0
SRR17981952.352095	8	1	0
SRR17981952.352099	8	1	0
SRR17981952.352097	7	2	0
SRR17981952.352090	6	1	0
SRR17981952.2649046	3	0	2
SRR17981952.2649045	7	0	0
SRR17981952.1940951	5	0	0
SRR17981952.124205	2	9	0
SRR17981952.124207	1	9	0
SRR17981952.124209	0	10	0
SRR17981952.124211	0	9	0
SRR17981952.124217	2	9	0
SRR17981952.124219	0	11	0
SRR17981952.124206	0	8	2
SRR17981952.124212	1	9	0
SRR17981952.124216	0	10	1
SRR17981952.124218	2	9	0
SRR17981952.124215	0	10	0
SRR17981952.124213	0	10	0
SRR17981952.124221	0	2	0
SRR17981952.124214	0	11	0
SRR17981952.124204	2	0	0
SRR17981952.124210	2	8	0
SRR17981952.124220	0	11	0
SRR17981952.124208	2	9	0
SRR17981952.2718776	1	8	1
SRR17981952.2718778	0	10	1
SRR17981952.2718775	1	10	0
SRR17981952.2718777	0	10	1
SRR17981952.2718774	0	9	1
SRR17981952.2718779	0	9	0
SRR17981952.1942281	0	8	0
SRR17981952.1942285	0	8	0
SRR17981952.1942282	0	9	0
SRR17981952.1942273	0	8	0
SRR17981952.1942277	1	8	0
SRR17981952.1942283	1	8	0
SRR17981952.1942287	0	8	1
SRR17981952.1942274	0	9	0
SRR17981952.1942276	0	8	1
SRR17981952.1942278	0	9	0
SRR17981952.1942280	2	7	0
SRR17981952.1942284	0	7	0
SRR17981952.1942286	0	9	0
SRR17981952.1942279	1	8	0
SRR17981952.1942275	0	7	0
SRR17981952.1942272	0	1	0
SRR17981952.1042117	0	9	0
SRR17981952.1042116	0	2	0
SRR17981952.352101	3	0	0
SRR17981952.676290	0	8	0
SRR17981952.676285	0	8	0
SRR17981952.676284	1	6	1
SRR17981952.676288	0	9	0
SRR17981952.676289	0	9	0
SRR17981952.676291	1	8	0
SRR17981952.676286	1	8	0
SRR17981952.676287	1	6	1
SRR17981952.921853	0	8	1
SRR17981952.921852	0	5	1
SRR17981952.1698160	6	0	1
SRR17981952.1698168	9	0	0
SRR17981952.1698165	7	1	0
SRR17981952.1698169	6	2	0
SRR17981952.1698171	8	0	0
SRR17981952.1698173	4	1	0
SRR17981952.1698175	7	1	0
SRR17981952.1698177	6	2	1
SRR17981952.1698172	8	1	0
SRR17981952.1698162	8	0	0
SRR17981952.1698159	1	2	0
SRR17981952.1698167	7	0	0
SRR17981952.1698170	7	1	0
SRR17981952.1698176	5	2	0
SRR17981952.1698178	7	0	1
SRR17981952.1698166	7	1	0
SRR17981952.1698163	5	0	2
SRR17981952.1698164	7	1	0
SRR17981952.1698161	7	0	1
SRR17981952.1698174	8	0	0
SRR17981952.2178344	0	7	0
SRR17981952.2178348	0	6	0
SRR17981952.2178352	1	7	0
SRR17981952.2178354	1	7	0
SRR17981952.2178358	1	7	0
SRR17981952.2178360	1	7	0
SRR17981952.2178343	0	7	1
SRR17981952.2178347	0	7	1
SRR17981952.2178351	0	8	0
SRR17981952.2178353	0	7	1
SRR17981952.2178355	0	8	0
SRR17981952.2178357	0	8	0
SRR17981952.2178349	0	8	0
SRR17981952.2178359	1	7	0
SRR17981952.2178350	0	8	0
SRR17981952.2178346	0	7	1
SRR17981952.2178345	0	7	0
SRR17981952.2178356	0	8	0
SRR17981952.1932778	4	3	0
SRR17981952.726103	6	1	0
SRR17981952.726100	5	1	1
SRR17981952.726102	6	1	0
SRR17981952.726101	6	1	0
SRR17981952.189370	5	1	0
SRR17981952.189372	6	1	0
SRR17981952.189374	3	0	0
SRR17981952.189369	4	1	0
SRR17981952.189371	7	0	0
SRR17981952.189373	6	1	0
SRR17981952.1042584	6	0	0
SRR17981952.1932781	9	3	0
SRR17981952.495021	5	1	1
SRR17981952.495020	6	1	0
SRR17981952.1932780	3	1	1
SRR17981952.676292	0	6	0
SRR17981952.1932779	5	0	1
SRR17981952.1942288	0	6	0
SRR17981952.2252040	4	1	0
SRR17981952.2252042	4	0	0
SRR17981952.2252044	4	0	0
SRR17981952.2252043	4	0	0
SRR17981952.2252037	4	0	1
SRR17981952.2252038	4	0	0
SRR17981952.2252039	4	0	0
SRR17981952.2252041	4	0	0
SRR17981952.676283	1	1	0
SRR17981952.2178361	0	1	0
SRR17981952.2932121	17	0	0
SRR17981952.2932123	24	2	0
SRR17981952.2932125	24	4	0
SRR17981952.2932127	24	3	0
SRR17981952.2932122	25	2	1
SRR17981952.2932124	24	2	2
SRR17981952.2932126	22	1	3
SRR17981952.2932130	28	0	0
SRR17981952.2932129	25	1	1
SRR17981952.2932128	24	1	1
SRR17981952.3211568	33	1	0
SRR17981952.2931742	4	0	1
SRR17981952.3761687	1	36	1
SRR17981952.2782951	0	3	0
SRR17981952.3761688	1	36	1
SRR17981952.3798154	0	2	0
SRR17981952.5155984	2	35	0
SRR17981952.2782950	0	3	0
SRR17981952.2782952	0	3	0
SRR17981952.3798153	1	1	0
SRR17981952.3798155	0	2	0
SRR17981952.3798157	0	2	0
SRR17981952.5155983	2	46	2
SRR17981952.3798156	0	2	0
SRR17981952.2782949	0	2	0
SRR17981952.3761689	1	30	5
